Title,Link,Description
"골프장 탈의실서 수백만 원 든 지갑 훔친 경찰관, 검찰 송치",https://n.news.naver.com/mnews/article/022/0003778924?sid=102,전남 나주경찰서는 절도 혐의로 불구속 입건한 광주 서부경찰서 소속 A 경사를 31일 검찰에 송치했다고 밝혔다. 사진=뉴스1 A 경사는 지난달 13일 낮 12시 30분쯤 나주 한 골프장 탈의실에서 현금 수백만원과 신분증이 든... 
"골프장 탈의실서 지갑 훔친 경찰관, 검찰 송치",https://n.news.naver.com/mnews/article/001/0013728729?sid=102,전남 나주경찰서는 절도 혐의로 불구속 입건한 광주 서부경찰서 소속 A 경사를 31일 검찰에 송치했다. A 경사는 지난달 13일 낮 12시 30분께 나주 한 골프장 탈의실에서 현금 수백만원과 신분증이 든 지급을 훔친 혐의를... 
골프장 탈의실서 지갑 훔친 경찰관 송치,http://www.namdonews.com/news/articleView.html?idxno=712456,전남 나주경찰서는 31일 골프장 탈의실 사물함에서 이용객의 금품을 훔친 혐의(절도)로 광주 서부경찰서 모 지구대 A경사를 검찰에 불구속 송치했다. A경사는 지난달 13일 낮 12시 30분께 나주시 한 골프장 탈의실... 
목포시 상동 상가건물 불…인명피해 없어,http://www.namdonews.com/news/articleView.html?idxno=712455,전남 목포 상가 건물 내 가정집에서 불이 나 입주민들이 대피하는 소동이 빚어졌으나 인명피해는 없었다.... 경찰과 소방 당국은 주방에서 불이 시작됐다는 거주민 진술을 토대로 정확한 화재 경위와 피해 규모를... 
"무안군 일로농협 A 조합장, 보험사기 및 비위 의혹...수사 전방위 확대",https://www.psnews.co.kr/news/articleView.html?idxno=2019192,무안군 일로농협 전경 (사진=임병우 기자) 전남경찰청이 무안군 일로농협 A 조합장의 비리 의혹과 관련해 지난 30일 일로농협 본점에 대한 &apos;압수수색&apos;을 진행하면서 결과에 관심이 쏠리고 있다. 전남경찰청에 따르면... 
비번 훔쳐보고 골프장 탈의실서 지갑 훔친 경찰관 송치,https://n.news.naver.com/mnews/article/003/0011667353?sid=102,전남 나주경찰서는 31일 골프장 탈의실 사물함에서 이용객의 금품을 훔친 혐의(절도)로 광주 서부경찰서 모 지구대 A경사를 검찰에 불구속 송치했다. A경사는 지난달 13일 낮 12시 30분께 나주시 한 골프장 탈의실... 
한파경보 속 경찰이 빌라 앞 방치한 주취자 사망,http://www.naeil.com/news_view/?id_art=449682,전남 나주경찰서는 지난해 11월 골프장 탈의실 사물함에 보관 중인 이용객의 금품을 훔친 혐의(절도)로 광주 서부경찰서 한 지구대 소속 D경사를 입건했다. ◆직무 스트레스 해소 필요 = 계속되는 경찰과 연루된... 
목포시 상동 상가건물 불…인명피해 없어(종합),https://n.news.naver.com/mnews/article/003/0011667067?sid=102,전남 목포 상가 건물 내 가정집에서 불이 나 입주민들이 대피하는 소동이 빚어졌으나 인명피해는 없었다.... 경찰과 소방 당국은 주방에서 불이 시작됐다는 거주민 진술을 토대로 정확한 화재 경위와 피해 규모를... 
"전남자치경찰위, 어르신 교통사고 예방 활동 강화",https://www.gukjenews.com/news/articleView.html?idxno=2645150,@전남자치경찰위원회 전라남도자치경찰위원회는 30일 지난해 어르신 교통사고 사망자가 가장 많이 발생한 영암을 방문해 어르신 교통사고 예방을 위한 야광 지팡이 등 교통안전 용품을 전달했다. 이번 전달식은... 
광주·전남 전국조합장선거 한달 앞두고 벌써 과열 혼탁,https://n.news.naver.com/mnews/article/081/0003335846?sid=102,광주지검과 광주·전남경찰청은 지난 17일 3·8 조합장 선거사범 수사전담반을 구성하고 선거의 공정성을 침해하는 범죄에 대한 집중 단속에 나섰다. 광주선관위 관계자는 “오는 3·8 전국동시조합장선거가 공정선거로... 
"전남자치경찰위, 교통사고 사망률 높은 영암서 예방 활동 강화",https://n.news.naver.com/mnews/article/005/0001583436?sid=102,전남도자치경찰위원회는 지난해 어르신 교통사고 사망자가 가장 많이 발생한 영암을 방문해 어르신 교통사고 예방을 위한 야광 지팡이 등 교통안전 용품을 전달했다고 31일 밝혔다. 이번 전달식은 전남지역 교통사고... 
전남 5·18 기념공간 조성 ‘박차’,https://n.news.naver.com/mnews/article/056/0011419507?sid=102,"당시 경찰이 추산하기에 역 광장에 5만 명 정도가 모일 수 있었다고. 도로까지 점령하니까 6~7만 명이...&quot;] 광주 못지 않게 뜨거웠던 전남의 5·18 항쟁. 목포와 나주, 해남 등 전남의 5·18 관련 장소는 70곳이 넘고, 공식... "
탄소중립 정의로운 에너지전환 백래시 그리고 전환 지도 그리기,http://www.redian.org/archive/168308,"정부, 국회, 검찰, 법원, 경찰과 함께 ‘저신뢰도 경쟁’을 하고 있다. 간혹 지방자치단체 무용론도... 이보다 앞서 전남에서는 「전라남도 재생에너지 사업 공영화 및 지역사회·생태계와의 공존을 위한 지원 등 조례」... "
"전남자치경찰위, 어르신 교통사고 예방 위해 안전용품 전달활동",https://www.safetynews.co.kr/news/articleView.html?idxno=218920,전남자취경찰위원회 교통안전용품 전달식/사진 = 전남도 제공 전라남도자치경찰위원회는 30일 지난해 어르신 교통사고 사망자가 가장 많이 발생한 영암을 방문해 어르신 교통사고 예방을 위한 야광 지팡이 등 교통안전... 
목포 상가 건물 불…진화 중,https://n.news.naver.com/mnews/article/003/0011666383?sid=102,31일 오전 8시 59분께 전남 목포시 상동 2층 규모 상가 건물에서 불이 났다. 소방 당국은 장비 10대와 대원 30여 명을 투입해 불을 끄고 있다. 현재까지 인명피해는 없는 것으로 알려졌다. 경찰과 소방 당국은 불을 끄는... 
한국거버넌스 학술대회 2·3일 동신대서 열린다,https://n.news.naver.com/mnews/article/022/0003778726?sid=102,"이번 학술대회의 주제는 ‘대전환 시대, 거버넌스 구축과 지방자치’이며, 한국거버넌스학회와 전남도자치경찰위원회, 한국섬진흥원, 전남대학교 공공행정연구소, 동의대학교 지방자치연구소, 동신대학교... "
목포 원룸서 방화 추정 화재,http://www.namdonews.com/news/articleView.html?idxno=712415,"전남 목포경찰서 전남 목포 한 원룸에서 방화로 추정되는 화재가 발생, 경찰이 수사에 나섰다. 30일 목포경찰서에 따르면 지난 28일 오전 9시 2분께 목포시 옥암동 한 원룸 건물 2층 한 세대에서 불이 났다. 이 사고로 30대... "
농식품 원산지 표시 위반 474개 업체 적발,http://www.youngnong.co.kr/news/articleView.html?idxno=41348,"농관원은 특별사법경찰관과 사이버단속반 등 4497명을 투입하였다. 이들은 선물ㆍ제수용품 등... 또한, 전남 나주시 소재 판매업체는 호주산 쇠고기 갈비 선물용품을 포장ㆍ판매하면서 쇠갈비의 원산지를 국내산... "
"고흥군, 스포츠강좌 이용권 지원사업 시행",https://www.jeonmae.co.kr/news/articleView.html?idxno=937514,"전남 고흥군은 &apos;2023년 스포츠강좌 이용권 지원사업&apos;을 본격 시행한다. [고흥군 제공] 전남 고흥군은... 보호가구, 경찰청 추천 학교·가정·성폭력 등 범죄피해 가정 유·청소년 등이다. 수혜자 확정 후 온·오프라인... "
전남 5·18 기념공간 조성 ‘박차’,https://n.news.naver.com/mnews/article/056/0011419172?sid=102,"당시 경찰이 추산하기에 역 광장에 5만 명 정도가 모일 수 있었다고. 도로까지 점령하니까 6~7만 명이...&quot;] 광주 못지 않게 뜨거웠던 전남의 5·18 항쟁. 목포와 나주, 해남 등 전남의 5·18 관련 장소는 70곳이 넘고, 공식... "
"전남자치경찰위, 노인 교통사고 빈번한 영암서 야광 지팡이 전달",http://www.upinews.kr/newsView/upi202301300103,"▲30일 전남자치경찰위원회가 영암 군서면행정복지센터에 교통안전용품을 전달하고 기념사진을 찍고 있다. [전남자치경찰위 제공] 자치경찰위원회는 30일 조만형 전남도자치경찰위원장, 손남일 전남도의회 의원 등... "
[여기는 전남] 전남 5·18 기념공간 조성 ‘박차’,https://n.news.naver.com/mnews/article/056/0011419046?sid=102,"당시 경찰이 추산하기에 역 광장에 5만 명 정도가 모일 수 있었다고. 도로까지 점령하니까 6~7만 명이...&quot;] 광주 못지 않게 뜨거웠던 전남의 5·18 항쟁. 목포와 나주, 해남 등 전남의 5·18 관련 장소는 70곳이 넘고, 공식... "
춥고 건조한 날씨 광주·전남 화재 연달아 발생,http://www.namdonews.com/news/articleView.html?idxno=712399,"30일 전남 완도해양경찰서에 따르면 지난 29일 오후 5시 33분께 완도군 노화읍 어룡도 야산에서 불이 났다. 소방 당국은 해경에 지원을 요청, 경비함정 1척과 파출소 인력 등을 긴급 투입했다. 완도해경은 땅끝파출소... "
3·8 전국동시조합장선거 벌써 과열·혼탁,http://www.namdonews.com/news/articleView.html?idxno=712389,광주지검과 광주·전남경찰청은 지난 17일 3·8 조합장 선거사범 수사전담반을 구성하고 선거의 공정성을 침해하는 범죄에 대한 집중 단속에 나섰다. 검경은 ▲대가성 금품 살포·수수 ▲허위사실 유포·비방 ▲조합... 
설 명절 농식품 원산지 표시 위반 &apos;무더기&apos; 적발,http://www.namdonews.com/news/articleView.html?idxno=712380,농관원은 특별사법경찰관과 사이버단속반 등 4천497명을 투입해 선물·제수용품 등 제조·가공 업체... 이 가운데 전남 나주시 소재 판매업체가 호주산 쇠고기 갈비 선물용품을 포장·판매하면서 쇠갈비의 원산지를... 
&apos;제주바다 불청객&apos; 괭생이모자반 유입 시작됐다,http://www.jejuilbo.net/news/articleView.html?idxno=198313,"앞서 지난 8일 전남 신안군~진도군 인근 해상에서 0.2t 규모의 괭생이모자반이 관측됐다. 국립수산과학원은... 한편 제주도는 최근 양 행정시와 국립수산과학원, 해양환경공단, 한국어촌어항공단, 해양경찰 등 유관기관과... "
"전남자치경찰위, 영암군 방문해 교통안전 용품 전달",https://www.ekn.kr/web/view.php?key=20230130010006547,전남자치경찰위윈회 교통안전용품 전달식 30일 영암군 군서면행정복지센터에서 열린 전남자치경찰위윈회 교통안전용품 전달식. 제공=전남자치경찰위 어르신 교통사고 예방 활동 강화
"전남자치경찰위,노인 교통사고 예방 활동 강화",https://n.news.naver.com/mnews/article/016/0002096757?sid=102,"전달식엔 조만형 전남도자치경찰위원장, 손남일 전남도의회 의원, 김종득 영암경찰서장, 박현재 영암 군서면장, 윤주식 군서 파출소장 등 50여 명이 함께했다. 전달한 교통안전 용품은 야간 이동 시 안전한 보행을... "
"전남경찰, 무안 &apos;일로농협&apos; 압수수색",https://n.news.naver.com/mnews/article/002/0002274581?sid=102,30일 오전 10시부터 2시간 동안 ‘농협 본점’ 경찰이 30일 오전 10시부터 2시간여 동안 무안 일로농협 본점에 대한 ‘압수수색’을 진행했다. 이번 일로농협의 압수수색은 A 조합장이 지난 19일 피의자 신분으로 조사를... 
"전남자치경찰위, 어르신 교통사고 예방…안전용품 지원",http://www.jnilbo.com/69587951094,전남자치경찰위원회는 30일 지난해 어르신 교통사고 사망자가 가장 많이 발생한 영암을 방문해 교통안전 용품을 전달했다. 이번 전달식은 전남지역 교통사고 사망자 중 노인 비율이 절반을 넘게 차지함에 따라 교통사고... 
"전남자치경찰위, 어르신 교통사고 예방 활동 강화… 교통안전 용품 전달",http://www.breaknews.com/945818,전남도자치경찰위원회는 30일 지난해 어르신 교통사고 사망자가 가장 많이 발생한 영암을 방문해 어르신 교통사고 예방을 위한 야광 지팡이 등 교통안전 용품을... 
"전남자치경찰위, 어르신 교통사고 예방 활동 강화",https://www.cnbnews.com/news/article.html?no=584862,"전달식엔 조만형 전남도자치경찰위원장, 손남일 전남도의회 의원, 김종득 영암경찰서장, 박현재 영암 군서면장, 윤주식 군서 파출소장 등 50여 명이 함께했다. 전달한 교통안전 용품은 야간 이동 시 안전한 보행을... "
목포 원룸 건물서 화재 &apos;방화 가능성&apos;..수사 확대,https://n.news.naver.com/mnews/article/660/0000027107?sid=102,전남 목포의 한 원룸 건물에서 난 화재에 대해 방화 가능성이 제기되면서 경찰이 수사를 확대하고 있습니다. 지난 28일 오전 9시쯤 전남 목포시 옥암동에 위치한 3층짜리 원룸 건물에서 화재가 발생했습니다. 당시 건물... 
"고흥군, 스포츠강좌 이용권 지원사업 추진",https://www.smartfn.co.kr/article/view/sfn202301300065,"전남 고흥군은 저소득층 유·청소년에 대한 스포츠 참여기회 제공을 위한 ‘2023년 스포츠강좌 이용권... 보호가구, 경찰청 추천 학교·가정·성폭력 등 범죄피해 가정 유·청소년이며 수혜자 확정 후 온·오프라인... "
"고흥군, 스포츠강좌 이용권 매월 9만 5000원 지원",http://www.newspim.com/news/view/20230130001071," 전남 고흥군은 &apos;2023년 스포츠강좌 이용권 지원사업&apos;을 시행한다고 30일 밝혔다. 이 사업은 소득에... 보호가구, 경찰청 추천 학교·가정·성폭력 등 범죄피해 가정 유·청소년으로 수혜자 확정 후 온·오프라인... "
"전남자치경찰위, 어르신 교통안전용품 전달…고령 교통사고 사망자 감소 효과",https://n.news.naver.com/mnews/article/417/0000890849?sid=102,"전달식엔 조만형 전남도자치경찰위원장, 손남일 전남도의회 의원, 김종득 영암경찰서장, 박현재 영암 군서면장, 윤주식 군서 파출소장 등 50여 명이 함께했다. 전달한 교통안전 용품은 야간 이동 시 안전한 보행을... "
설 명절 농식품 원산지 &apos;국내산으로 둔갑&apos; 위반업체 474곳 적발…돼지고기 ‘...,https://mdtoday.co.kr/news/view/1065594940829921,농관원은 특별사법경찰관과 사이버단속반 등 4497명을 투입해 선물·제수용품 등 제조·가공업체... 전남 나주시 소재의 한 판매업체에선 호주산 쇠고기 갈비 선물용품을 포장·판매하면서 쇠갈비의 원산지를 국내산... 
"삼성창원병원 약제팀, 한국병원약사회 &apos;우수 포스터상&apos; 수상 [창원소식]",http://www.kukinews.com/newsView/kuk202301300136,"전남 해남 출신인 장대운 서장은 2004년 경위로 해양경찰에 입문해 제주지방청 청문감사담당관, 동해지방청 수사과장, 해양경찰청 국제정보분석팀장, 형사계장, 수사계장, 수사심사과장 등을 역임했다. 장대운 서장은... "
"전남자치경찰위, 어르신 교통사고 예방 활동…야광 지팡이 등 전달",http://www.getnews.co.kr/news/articleView.html?idxno=614544,전남자치경찰위원회 교통안전용품 전달식 전라남도자치경찰위원회는 30일 지난해 어르신 교통사고 사망자가 가장 많이 발생한 영암을 방문해 어르신을 위해 야광 지팡이 등 교통안전 용품을 전달했다. 이번 전달식은... 
"전남자치경찰위, 영암군에 노인 교통안전용품 지원",http://www.kukinews.com/newsView/kuk202301300134,"전라남도자치경찰위원회는 30일, 지난해 어르신 교통사고 사망자가 가장 많이 발생한 영암에 야광 지팡이 등 교통안전 용품을 전달했다.[사진=전남자치경찰위] 전라남도자치경찰위원회가 지난해 어르신 교통사고... "
"고흥군, &apos;2023년 스포츠강좌 이용권 지원사업&apos; 본격 시행",http://www.newsworker.co.kr/news/articleView.html?idxno=190869,"전남 고흥군(군수 공영민)은 저소득층 유·청소년에 대한 스포츠 참여기회 제공을 위한 &apos;2023년 스포츠강좌... 보호가구, 경찰청 추천 학교·가정·성폭력 등 범죄피해 가정 유·청소년으로, 수혜자 확정 후 온·오프라인... "
윤태연 제15대 서귀포해양경찰서장 취임,https://n.news.naver.com/mnews/article/277/0005211030?sid=102,"지난 1996년 경위 간부후보 44기로 해양경찰에 입문한 윤 서장은 전남 함평 출신으로 한국해양대학교를 졸업했으며 해양경찰청 조직팀장, 서해지방해양경찰청 상황실장, 속초해양경찰서장, 태안해양경찰서장... "
"목포서 원룸 화재 30대 부상…경찰, 방화 추정",https://n.news.naver.com/mnews/article/001/0013726501?sid=102,전남 목포의 한 원룸에서 발생한 화재에 대해 경찰이 원인 파악 등 수사에 나섰다. 30일 목포경찰서에 따르면 지난 28일 오전 9시 2분께 목포시 옥암동 한 원룸 건물 2층 세대에서 불이 나 30대 거주자 A씨가 연기를... 
"전남자치경찰위, 어르신 교통사고 예방 활동 강화",http://www.newsworker.co.kr/news/articleView.html?idxno=190859,"전달식엔 조만형 전남도자치경찰위원장, 손남일 전남도의회 의원, 김종득 영암경찰서장, 박현재 영암 군서면장, 윤주식 군서 파출소장 등 50여 명이 함께했다. 전달한 교통안전 용품은 야간 이동 시 안전한 보행을... "
"전남자치경찰위, 어르신 교통사고 예방…안전용품 지원",https://n.news.naver.com/mnews/article/003/0011665404?sid=102,기사내용 요약 지난해 어르신 교통사고 최다 영암군에 용품 700개 전달 전남자치경찰위원회는 30일 지난해 어르신 교통사고 사망자가 가장 많이 발생한 영암을 방문해 교통안전 용품을 전달했다. 이번 전달식은 전남지역... 
"전남자치경찰위, 농어촌 어르신 교통사고 예방 활동 강화",https://www.asiatoday.co.kr/view.php?key=20230130010014468,영암서 야광 지팡이·전동차량 부착 안전덮개 등 전달 전남도자치경찰위원회는 30일 지난해 어르신 교통사고 사망자가 가장 많이 발생한 영암을 방문해 어르신 교통사고 예방을 위한 야광 지팡이 등 교통안전 용품을... 
[30일 고흥군 소식] 스포츠강좌 이용권 지원사업 본격 시행 등,https://www.asiatime.co.kr/article/20230130500250,"보호가구, 경찰청 추천 학교·가정·성폭력 등 범죄피해 가정 유·청소년으로, 수혜자 확정 후 온·오프라인... 내달 22일까지 청년정책협의체 위원 모집 전남 고흥군은 청년이 직접 참여해 청년정책을 발굴하고 청년의... "
미국·중국산 쌀이 국내산으로 둔갑…원산지 위반업체 474곳 적발,https://www.etoday.co.kr/news/view/2216837,#전남 나주의 B 업체는 호주산 소고기 갈비 선물용품을 다시 포장해 판매하면서 원산지를 국내산 한우로... 농관원은 특별사법경찰관과 사이버단속반 등 4497명을 투입해 선물·제수용품 등 제조·가공업체... 
새인물/ 제9대 방영구 보령해양경찰서장 취임,http://www.dynews.co.kr/news/articleView.html?idxno=690174,"전남 고흥 출신인 방영구 서장은 2002년 경찰간부후보생 50기로 입문해 해양경찰청 총무계장, 제주지방해양경찰청 수사과장, 해양경찰교육원 교무과장 등을 역임했다.보령"
"완도해경, 어룡도 야산 화재 진압 긴급지원(종합)",http://www.namdonews.com/news/articleView.html?idxno=712298,"완도해양경찰서는 지난 29일 오후 5시 30분경 전남 완도군 노화읍 어룡도 야산에서 화재가 발생했다는 신고를 받고, 완도소방서와 합동으로 진화를 완료했다고 30일 밝혔다. 완도해경에 따르면 지난 29일 오후 5시 33분경... "
"할아버지 축사 일 돕던 17살 손자, 800kg 축사 장비 깔려 숨져",https://www.insight.co.kr/news/427852,경찰은 정확한 사고 경위를 조사하고 있다.한편 지난 21일에는 전남 강진에서 축사 작업을 하던 60대 남성이 장비에 깔려 숨지는 사고가 발생했다. 당시 강진군 마량면의 한 축사에서 64살 남성이 수로를 파는 작업을... 
교육부 서울교육청 경기교육청 2022청렴도 &apos;3등급&apos;..국립대 UNIST 충북대 부경...,http://www.veritas-a.com/news/articleView.html?idxno=445268,"4등급엔 2계단 하락한 강원과 충북, 1계단 하락한 부산과 전북, 유지한 전남이 해당된다. 5등급은 한 곳도... 그 외 국공립대학(33개) 공공의료기관(17개) 시도경찰청(18개)는 별도 산정한다. 청렴체감도 평균은 82.... "
윤태연 서귀포해경서장 취임 &quot;국민에게 봉사하는 공직자&quot; 강조,http://www.jejusori.net/news/articleView.html?idxno=411601,"전남 함평 출신인 윤 서장은 한국해양대학교 기관학과를 졸업, 1996년 경위(간부후보 44기)로 해양경찰에 임용됐다. 이후 해양경찰청 조직팀장, 서해지방해양경찰청 상황실장, 속초해양경찰서장, 태안해양경찰서장... "
"서해해경청, 북한에 경유 공급한 브로커 검거",http://www.sisafocus.co.kr/news/articleView.html?idxno=290855,［전남서부본부 / 정필조 기자］전남 서해지방해양경찰청(청장 임명길)이 승인을 받지 않고 북한에 경유를 공급한 일당을 검거했다고 30일 밝혔다. 서해지방해양경찰청 청사 전경 사진/서해청 서해해경청 광역수사대는... 
전남 장성 채소 온실서 화재… 1억5000만 원 재산 피해,https://n.news.naver.com/mnews/article/022/0003778488?sid=102,전남 장성의 한 채소 재배 온실에서 불이 나 1억5000만원 상당의 재산피해가 났다. 30일 장성소방서에... 추산 약 1억5380만원 상당의 재산피해가 났다. 경찰과 소방 당국은 화재 원인과 피해 규모를 파악하고 있다.
&lt;이슈&amp;인물&gt; 베트남 축구 영웅 박항서,https://www.ilyosisa.co.kr/news/article.html?no=238109,경찰 간부 출신 아버지는 직무 중 부상을 입었던 국가유공자였다. 어머니는 지역 명문 진주여고를 나왔다.... 그는 포항 스틸러스 코치를 거쳐 전남 드래곤즈 기술고문을 맡았다. 사실 박 감독은 당초 전남 감독직을... 
"고흥군, 스포츠강좌 이용권 지원사업 시행",http://www.joongdo.co.kr/web/view.php?key=20230131010007511,"= 전남 고흥군이 저소득층 유·청소년에 대한 스포츠 참여기회 제공을 위한 &apos;2023년 스포츠강좌 이용권... 보호가구, 경찰청 추천 학교·가정·성폭력 등 범죄피해 가정 유·청소년이며 수혜자 확정 후 온·오프라인... "
"전남도, 지난해 교통사고 사망자 통계 이래 최저",https://n.news.naver.com/mnews/article/002/0002274495?sid=102,"한편 전남도자치경찰위원회와 전라남도경찰청은 노인 보호구역과 마을주민 보호 구간을 100개소 이상으로 확대할 계획이며 암행순찰차 확대 운영, 보행신호 자동연장시스템·스마트교차로·교차로 횡단보도... "
윤태연 제15대 서귀포해양경찰서장 취임,http://www.ikld.kr/news/articleView.html?idxno=268693,"해양경찰이 돼달라&quot;고 당부했다. 윤태연 서장은 전남 함평 출신으로 한국해양대학교 기관학과를 졸업하고 1996년 경위(간부후보 44기)로 해양경찰에 입문했다. 이후 해양경찰청 조직팀장, 서해지방해양경찰청 상황실장... "
"[증권소식] 작년 DLS 상환금액 &apos;급감&apos;/오스템 거래량, 공개매수 성공기준 넘겨...",https://www.asiatime.co.kr/article/20230130500146,유사수신 행위로 의심되면 경찰에 즉시 신고하거나 금감원에 제보할 수 있다. ◆ 뉴미디어 종합 콘텐츠... 광주전남지역본부 부장 김용오 ▲ 광주전남지역본부 부장(국유) 백국엽 ▲ 대전충남지역본부 부장(국유)... 
윤태연 서귀포해경서장 취임...&quot;해상서 국민의 생명.재산 보호 최선&quot;,http://www.headlinejeju.co.kr/news/articleView.html?idxno=506254,"윤 서장은 전남 함평 출신으로 한국해양대학교 기관학과를 졸업하고 1996년 경위(간부후보 44기)로 해양경찰에 임용됐으며, 해양경찰청 조직팀장, 서해지방해양경찰청 상황실장, 속초해양경찰서장, 태안해양경찰서장... "
"목포해경, 폭설‧풍랑에도 응급환자 이송 출동",http://www.kukinews.com/newsView/kuk202301300054,[사진=목포해경] 주말인 지난 27일부터 해상에 풍랑특보가 내려진 가운데 전남 도서지역에서 응급환자 5명이 해경에 의해 육지로 긴급 이송됐다. 30일 목포해양경찰에 따르면 27일 오후 11시 59분경 신안군 흑산도에서... 
"완도해경, 어룡도 야산 화재 초기 합동 진압",https://www.asiatoday.co.kr/view.php?key=20230130010014184,"완도소방서와 합동으로 산불 초기 진압, 큰 피해 막아 완도해양경찰서는 29일 오후 5시 30분께 전남 완도군 노화읍 어룡도 야산에서 화재가 발생했다는 신고를 받고, 완도소방서와 합동으로 진화를 완료했다.완도해경에... "
제15대 윤태연 서귀포해양경찰서장 취임,http://www.newsjeju.net/news/articleView.html?idxno=385805,"전남 함평이 고향인 윤태연 서장은 한국해양대학교 기관학과를 졸업했다. 1996년 경위(간부후보 44기)로 해양경찰에 발을 딛은 윤 서장은 해양경찰청 조직팀장(2007년, 서해지방해양경찰청 상황실장(2016년)... "
목포 다중주택서 방화 추정 화재…경찰·소방 합동 감식,https://n.news.naver.com/mnews/article/421/0006601075?sid=102,30일 전남 목포소방서와 경찰에 따르면 지난 28일 오전 9시2분쯤 목포시 옥암동 한 다중주택 2층에서 화재가 발생했다. 불은 화재 발생 22분 만에 완전히 진화됐지만 불이 난 세대 40여㎡와 가재도구가 소실돼 2200만원의... 
호주산 소갈비를 &apos;한우&apos; 로 거짓 표시 등 538건 적발,http://www.foodnews.co.kr/news/articleView.html?idxno=100777,"농관원은 특별사법경찰관과 사이버단속반 등 4497명을 투입, 선물ㆍ제수용품 등 제조ㆍ가공업체... 적발됐으며, 전남 나주에서는 호주산 소고기 갈비 선물용품을 포장 판매하면서 소갈비의 원산지를 국내산 한우로... "
&quot;중원 잡아라&quot; 국민의힘 당권 주자 &apos;충청 구애&apos; 본격화,http://www.dtnews24.com/news/articleView.html?idxno=739630,"이는 지난 대선에서 윤석열 대통령이 지역 공약으로 내건 국립 경찰병원 분원과 국립 치의학연구원이 전국... 후보자 합동연설회는 내달 13일 제주를 시작으로 14일 부산‧울산‧경남, 16일 광주‧전북‧전남, 21일 대전... "
장대운 제10대 창원해양경찰서장 취임,https://www.asiatoday.co.kr/view.php?key=20230130010014105,"30일 창원해경에 따르면 장대운 신임 서장은 취임식 대신 종합상황실에서 해상치안 상황을 먼저 점검하고 직원 근무지를 직접 찾아가 인사 한 뒤, 업무를 시작했다.전남 해남 출신인 장 서장은 2004년 경위로 해양경찰에... "
"설 명절 농식품 원산지 표시 위반 474개 업체, 538건 적발",https://www.ebn.co.kr/news/view/1564696/?sc=Naver,#.전남 나주시 소재 판매업체가 호주산 쇠고기 갈비 선물용품을 포장·판매하면서 쇠갈비의 원산지를... 농관원은 특별사법경찰관과 사이버단속반 등 4497명을 투입해 선물·제수용품 등 제조·가공업체... 
전남 장성서 채소 재배 온실 화재… 1억5000만원 피해,https://n.news.naver.com/mnews/article/366/0000873138?sid=102,전남 장성의 한 채소 재배 온실에서 불이 나 파프리카가 냉해를 입고 약 1억5000만원 상당의 재산피해가... 추산 약 1억5380만원 상당의 재산피해가 났다. 경찰과 소방 당국은 화재 원인과 피해 규모를 파악 중이다.
"완도해양경찰서, 어룡도 야산 화재 진압 긴급지원",http://www.m-i.kr/news/articleView.html?idxno=983062,"완도해경, 어룡도 야산 화재 진압 긴급지원(사진제공=완도해양경찰서)  완도해양경찰서는 지난 29일 오후 5시 30분경 전남 완도군 노화읍 어룡도 야산에서 화재가 발생했다는 신고를 받고, 완도소방서와 합동으로 진화를... "
장성서 채소 온실 화재…1억5천만원 피해,https://n.news.naver.com/mnews/article/001/0013725187?sid=102,전남 장성의 한 채소 재배 온실에서 불이 나 1억5천만원 상당의 재산피해가 났다. 30일 장성소방서에... 추산 약 1억5천380만원 상당의 재산피해가 났다. 경찰과 소방 당국은 화재 원인과 피해 규모를 파악하고 있다.
완도 노화읍 어룡도 야산 불,http://www.namdonews.com/news/articleView.html?idxno=712274,완도해양경찰서는 지난 29일 오후 5시 33분께 완도군 노화읍 어룡도 야산에서 불이 나 소방 당국과 함께 진화 작업을 벌였다./완도해경 제공 전남 완도의 한 섬 야산에서 난 불이 해양경찰과 소방 당국의 긴밀한 협업으로... 
제27대 목포해양경찰서장 김해철 총경 취임,https://www.gukjenews.com/news/articleView.html?idxno=2644185,김해철 신임 목포해양경찰서장@목포해경 전남 목포해양경찰서 제27대 서장으로 김해철(54) 총경이 27일 취임했다. 목포해경에 따르면 김 서장은 이날 오후 경찰서 회의실에서 간단한 취임행사를 갖고 종합상황실을 방문해... 
[단독] &quot;품새 못한다&quot; 태권도 관장 11세 아동 폭행 &apos;전치 8주&apos;,http://www.newspim.com/news/view/20230130000111,"전남 목포시 한 태권도 학원 관장 A씨에게 초등학생인 11살 B원생이 8주 진단이 나오는 폭행을 당했다며... 그러면서 &quot;경찰이 확인 결과, 사건 당일 관장 A씨가 태권도 수업 도중 제 아들 귀를 잡고 사무실로 끌고... "
제27대 목포해양경찰서장 김해철 총경 취임,https://www.safetynews.co.kr/news/articleView.html?idxno=218883,전남 목포해양경찰서 제27대 서장으로 김해철(54) 총경이 27일 취임했다./사진=목포해양경찰서제공 김해철 총경이 27일 목포해양경찰서장으로 취임했다. 목포해경에 따르면 김 서장은 이날 경찰서 회의실에서 간단한... 
